"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"One-Bedroom in the Heart of Downtown Ottawa, 5min walk to the Byward Market, Restaurants, Rideau Mall, National Art Gallery and many touristic attractions. Aslo, 8min Parliament building and to Ottawa University. Public transportation is just outside the building...very convenient location if you like to explore Downtown Ottawa on foot. Also parking is just 5min walk from the apartment. It has a fully-equipped kitchen and high-speed internet and a large tv with hundreds of channels...<br /><br /><b>The space</b><br />One-Bedroom in the Heart of Downtown Ottawa, 5min walk to the Byward Market, Restaurants, Rideau Mall, National Art Gallery and many touristic attractions. Aslo, 8min Parliament building and to Ottawa University. Public transportation is just outside the building...very convenient location if you like to explore Downtown Ottawa on foot. Also parking is just 5min walk from the apartment. It has a fully-equipped kitchen and high-speed internet and a large tv with hundreds of","Right Downtown Ottawa<br /><br />One-Bedroom in the Heart of Downtown Ottawa, 5min walk to the Byward Market, Restaurants, Rideau Mall, National Art Gallery and many touristic attractions. Aslo, 8min Parliament building and to Ottawa University. Public transportation is just outside the building...very convenient location if you like to explore Downtown Ottawa on foot. Also parking is just 5min walk from the apartment. It has a fully-equipped kitchen and high-speed internet and a large tv with hundreds of channels...","within an hour","100%","100%","f","Byward Market - Parliament Hill",14,14,"t","t","Rideau-Vanier",NA,45.42729,-75.68856,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Pocket wifi"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises""]","$87.00",1,1125,"t",135,118,9,"2020-01-01","2021-02-08",95,10,10,10,10,9,10,"f",14,14,0,9.88
"Located in the heart of Centertown this open concept newly renovated space is perfect for one night stays or longer stays! It is fully equipped with everything you would expect in a fully functioning house. You are minutes away from all major attractions such as museums, the Byward Market, Landsdowne, both Universities, and much more. This space has been specifically set up for travelers and comes with free parking! Enjoy my space at a friendly price without sacrificing quality.<br /><br /><b>The space</b><br />This unit has been recently upgraded and designed specifically for travellers in mind. it is open concept with sleek and stylish furnishing. it is always sparkling clean.<br /><br /><b>Guest access</b><br />self check in is very easy as the keys are left in a lockbox in a highly visible area.<br /><br /><b>Other things to note</b><br />absolutely no parties","Centretown is one of Ottawa's oldest and most eclectic neighborhoods. It really is in the center of everything!","within an hour","79%","80%","f","Centretown",4,4,"t","t","Somerset",NA,45.40787,-75.69781,"Entire house","Entire home/apt",4,NA,1,3,"[""Hair dryer"", ""Wifi"", ""Conditioner"", ""Bed linens"", ""Extra pillows and blankets"", ""Ethernet connection"", ""Body soap"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Laundromat nearby"", ""Smoke alarm"", ""Portable fans"", ""Fire extinguisher"", ""Essentials"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Luggage dropoff allowed""]","$79.00",1,120,"t",7,7,2,"2020-12-05","2021-02-02",94,9,9,10,10,9,10,"f",4,3,1,2.96
"READ BEFORE BOOKING: <br /><br />QUIET HOUR OF THIS PROPERTY IS FROM 9:00PM TO 8:00AM. PLEASE REFRAIN FROm BOOKING IF THIS POLICY CAN NOT BE COMPLIED. <br /><br />Located within walking distance to the canal, museums, government buildings, shops, restaurants and grocery stores, the 3-bedroom apartment has been recently prepared and decorated for short term rental, provide you private and comfort staying experience.<br /><br /><b>The space</b><br />READ BEFORE BOOKING:<br /><br />Quiet hour of this property is from 9:00pm to 8:00am. Please respect our neighbours and keep noise to a minimum level. In the case that you might not able to control yourself or your groups’ noise level, please refrain from booking this property. Thank you for your understanding.<br /><br />============================•••<br /><br />ALL New mattress, bed linings, bathroom essentials, 55 inch Roku Smart TV, the host of this apartment is aiming to provide comfortable staying experience to all guests.<br /><br />R","The apartment is located at Glebe, which is one of the most leafy and historic neighbourhood, situated south of Ottawa's downtown area in the Capital Ward with its northern border being demarcated by Highway 417, the Queensway. It is bounded by the Rideau Canal to the south and east.<br /><br />The stretch of Bank Street that runs through the Glebe is one of Ottawa's premier shopping areas, with many small stores and restaurants offering a wide variety of services. The Glebe is home to Lansdowne Park which contains TD Place Stadium, where Ottawa's Canadian Football League (CFL) football team and the University of Ottawa Gee-Gees play their home games.<br /><br />Source: Wikipedia","N/A","N/A","100%","f","",2,2,"t","t","Capital",NA,45.39646,-75.69811,"Entire apartment","Entire home/apt",8,NA,3,4,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Single level home"", ""Private entrance"", ""Patio or balcony"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Oven"", ""Room-darkening shades""]","$316.00",5,5,"t",15,0,0,"2020-01-02","2020-02-02",98,10,10,10,10,10,10,"f",3,1,2,1.1
"Very nice detached house at a desirable neighborhood. Central location and proximity to 2 Highway 416 and 417 ramps allows for convenient commutes across city. Easy drive or bus to downtown, Kanata, Barrhaven and other locations. <br />Main level: Large living room, family room, kitchen and half bathroom.<br />2nd level: 4 medium-large bedrooms. <br />The master bedroom has its own en-suite full bathroom.<br />Location: Minutes walk to bus #88 at Baseline & Cordova and shopping center.<br /><br /><b>The space</b><br />Nice and clean house.<br />Has Wifi. <br />Free Parking on the drive way.<br /><br /><b>Guest access</b><br />The main level and 2nd level of the house are available to access.","","N/A","N/A","N/A","f","",0,0,"t","t","College",NA,45.35371,-75.7447,"Private room in house","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Garden or backyard"", ""Free street parking"", ""Hot tub"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Private living room"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo""]","$75.00",30,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",1,0,1,NA
"Chambre dans une super belle maison!","","within a day","80%","93%","f","",1,1,"t","f","Orleans",NA,45.47473,-75.47548,"Private room in house","Private room",2,NA,1,1,"[""Essentials"", ""TV"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$53.00",1,1125,"t",15,10,0,"2019-12-29","2020-12-10",93,10,10,10,10,10,10,"f",2,0,2,1.09
"Newly renovated, this open concept apartment has everything you need. Relax in the living room, dining area or kitchen with all new stainless steel appliances. The space is tastefully furnished with a queen-sized bed, fresh towels, new dishes and furniture, wifi (unlimited 1 Gb ↓ speed), and Rogers Ignite TV. <br /><br />Located in the financial business district, steps away from Parliament Hill, the LRT (light rail train), the city's best restaurants, coffee shops and entertainment.<br /><br /><b>The space</b><br />The apartment is very modern and extremely comfortable with high-quality furniture and heated floors throughout. The large, fully-stocked kitchen makes this space perfect for both short and long-term stays.<br /><br /><b>Other things to note</b><br />The entrance to the apartment is through the metal gate on the right side of the house.","","within an hour","100%","97%","t","",0,0,"t","t","Somerset",NA,45.41663,-75.69451,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Breakfast"", ""Microwave"", ""Conditioner"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Keypad"", ""Refrigerator"", ""Body soap"", ""Iron"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Portable fans"", ""Fire extinguisher"", ""Keurig coffee machine"", ""Essentials"", ""Washer"", ""Dryer"", ""Freezer"", ""Private entrance"", ""Bathtub"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises"", ""Dishwasher""]","$93.00",4,28,"t",31,25,1,"2020-01-01","2021-01-28",99,10,10,10,10,10,10,"t",1,1,0,2.27
"The home is located in a friendly family neighbourhood.<br /><br /><b>The space</b><br />Some places are shared with me or other guests<br /><br /><b>Guest access</b><br />Guests have access to sitting room with 75 in TV equipped with Netflix, large dining area, kitchen with all utensils, free laundry with free laundry detergent in the basement, large recreation araa in the basement, and double parking garage.<br /><br /><b>Other things to note</b><br />It is self check-in and check-out. the entrance is equipped with smart code. All guestrooms are keylocked.","Restaurants and shopping centre within a walking distance.","within an hour","100%","100%","t","",8,8,"t","t","Innes",NA,45.43611,-75.57187,"Private room in house","Private room",1,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Garden or backyard"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Ski-in/Ski-out"", ""Dishes and silverware"", ""Stove""]","$43.00",4,400,"t",8,6,0,"2020-01-27","2020-12-28",93,9,10,10,10,10,10,"f",8,0,8,0.63
"One bed room in a two bedroom condo, private bath, shared Kitchen, shared living and dining room,.<br /><br />Heat, electricity, and internet service included.<br /><br /><b>The space</b><br />Short walk to University of Ottawa","","N/A","N/A","N/A","f","",0,0,"t","f","Rideau-Vanier",NA,45.42648,-75.68709,"Private room in guest suite","Private room",1,NA,1,1,"[""Gym"", ""Essentials"", ""Washer"", ""Dryer"", ""Heating"", ""Free parking on premises"", ""Pool"", ""Long term stays allowed"", ""Hangers"", ""Air conditioning"", ""Kitchen""]","$50.00",240,365,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",1,0,1,NA
"ROOM 1 : Pictured<br /><br />Sparsely furnished, temp student accommodations, close to everything.  Bus #7 is two blocks away. Metro groceries, 6 coffee shops, and butcher shop, many restaurants are 10 minute walk away. <br />2 amazing child/dog friendly parks within 2 blocks.<br />$5 Uber to the market<br />$25 Uber to YOW  aiport<br />$15 Uber to Via train station<br /><br />No parties.<br />NO SMOKING please!  <br /><br />A two year old lives in the building. So quiet is expected by 10PM.<br /><br />House broken, child/dog friendly pets considered.<br /><br /><b>The space</b><br />It's got a kitchen, comfortable bed, towels, dishes, glassware.<br />No wifi, no TV.  We use our laptops, tethered to our cells.","close to everything, but relatively quiet neighborhood for downtown.<br />5 min drive<br />$5 uber<br />$3.65 #7 bus every 15-30 mins to Rideau shopping center<br />15 min bike ride<br />30 min walk to: the market, skating on the canal, museums, NAG, NAC, parliament, LCBO, Beer stores. etc","N/A","N/A","100%","f","",1,1,"t","f","Rideau-Vanier",NA,45.44308,-75.66892,"Private room in guest suite","Private room",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Microwave"", ""Bed linens"", ""Baby monitor"", ""BBQ grill"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Pack \u2019n Play/travel crib"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Children\u2019s dinnerware"", ""Private entrance"", ""Baking sheet"", ""Kitchen"", ""Carbon monoxide alarm"", ""Babysitter recommendations"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Luggage dropoff allowed""]","$86.00",7,1125,"t",1,0,0,"2020-01-17","2020-01-17",100,10,10,10,10,10,10,"f",1,0,1,0.08
"","","N/A","N/A","0%","f","",1,1,"t","t","Rideau-Rockcliffe",NA,45.42674,-75.65723,"Private room in apartment","Private room",2,NA,1,1,"[""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Fire extinguisher"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Kitchen"", ""Carbon monoxide alarm""]","$90.00",30,1125,"t",1,0,0,"2020-01-11","2020-01-11",NA,NA,NA,NA,NA,NA,NA,"t",1,0,1,0.08
"Bella Notte B&B is located in the heart of downtown Ottawa, in a restored heritage house built in 1868 for Sir Alexander Campbell - one of Canada’s fathers of Confederation. A true monument to Ottawa’s history, Bella Notte B&B is now lovingly restored to its 19th century splendour with modern and artistic flair. Located walking distance to all main attractions, yet on a quiet residential street, Bella Notte B&B is the perfect destination for business and pleasure.<br /><br /><b>The space</b><br />Our quaint, boutique size allows us to provide each guest with personalized service and our unforgettable breakfast will be the highlight of your stay. Not offered anywhere else, our freshly made breakfast is also served with live jazz piano.<br /><br /><b>Other things to note</b><br />Bella Notte B&B is featured in Lonely Planet Canada under author's choice!","Bella Notte’s ideal location in the historic neighbourhood of Sandy Hill puts you in the middle of the action yet away from the bustle of the busy main streets. We are less than a 5 minute walk from the Byward Market - Ottawa’s downtown mecca for dinning, fashion, nightlife, culture and cutting edge trends. The Rideau Canal - now a UNESCO World Heritage Site - is the word’s longest skating rink in the winter and a beautiful destination for a sunset boat tour in the summer. Ottawa is also the lucky host to many of Canada’s National Galleries and Museums, all of which are a short walk away.<br /><br />For those heading to Ottawa on business, Bella Notte is also 5 minutes walking distance from the newly renovated Shaw Conference Centre (formally known as the Congress Centre). You will find yourself at the University of Ottawa campus literally steps after leaving the front door, and many Federal office buildings are a short walk across the canal.<br /><br />If you drive 20 minutes out of t","N/A","N/A","25%","f","",0,0,"t","t","Rideau-Vanier",NA,45.42711,-75.68514,"Private room in bed and breakfast","Private room",2,NA,1,1,"[""Essentials"", ""TV"", ""Hair dryer"", ""Fire extinguisher"", ""Wifi"", ""Breakfast"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Hangers"", ""Dishes and silverware"", ""Smoke alarm"", ""Air conditioning"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$100.00",1,3,"t",1,1,0,"2020-03-08","2020-03-08",100,10,10,10,10,10,10,"f",1,0,1,0.09
