"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"Clean and spacious 1,340 square feet apartment on 1 floor, in newer building.   One price for all-inclusive apartment, featuring: fully outfitted kitchen, dishwasher, laundry, WiFi, Cable TV, linen, towels included.  Lower unit also available with large windows and plenty of natural light. <br />NOTE: minimum stay is 30 days.<br /><br /><b>The space</b><br />You would have unique access to the entire apartment and 2 parking spots.<br /><br /><b>Guest access</b><br />Your guests have access to your unit and a parking spot.<br /><br /><b>Other things to note</b><br />The unit includes a dishwasher and central air conditioning.","Shopping, grocery stores, restaurants, public transit, banks, gas stations and the Scotia place to watch the Senators and other live entertainment.","a few days or more","0%","67%","f","",3,3,"t","t","Innes",NA,45.46569,-75.51848,"Entire apartment","Entire home/apt",4,NA,3,4,"[""Crib"", ""Cable TV"", ""Wifi"", ""High chair"", ""Children\u2019s books and toys"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Building staff"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Luggage dropoff allowed""]","$140.00",30,1124,"t",1,1,0,"2020-03-31","2020-03-31",100,10,10,10,10,10,10,"f",3,3,0,0.09
"A beautiful townhouse in a quiet neighborhood and minutes away from Mooney's Bay. <br /> Location is close to grocery store, restaurants, and only 5 min to Little Italy and 10 min to downtown.  There is no key!  A code will be provided for front door access.  <br /><br />This is a 4 bedroom place with 1.5 washrooms.  I love the place and excited to meet new people to share the space with.<br /><br /><b>The space</b><br />Your room will have a single bed, table, chair, shelf, closet with hangers, and a mirror (behind door).   My brother and I are professionals with different timetables.  In our free time you may see us lounging in the common area.  Feel free to socialize with us and ask what Ottawa has to offer.<br /><br /><b>Guest access</b><br />Kitchen, 1.5 bathrooms, and living room.<br />Parking available in lot in front of unit.<br /><br /><b>Other things to note</b><br />Myself and my brother live here,  We have a 2 spare bedrooms we rent/ Airbnb out.  The common space (kitchen/ ","Quiet neighbourhood.  Semi-detached home and neighbour is quiet.","N/A","N/A","100%","f","",3,3,"t","t","River",NA,45.36136,-75.71045,"Private room in house","Private room",1,NA,1,1,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Keypad"", ""Refrigerator"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$34.00",1,1125,"t",100,0,0,"2018-02-15","2020-02-04",95,10,9,10,10,9,10,"f",2,0,2,2.74
"This is a fully furnished 3 bedroom apartment, well maintained, offering a peaceful retreat. The building accommodates an existing base of Ottawa Univ. mature students and professors or tenants with contractual summer jobs with the government, and we ask that potential tenants are respectful of the existing peace & serenity.<br /><br /><b>The space</b><br />This is a fully furnished 3 bedroom apartments, well maintained, offering a peaceful retreat. The building accommodates an existing base of Ottawa Univ. mature students and professors or tenants with contractual summer jobs with the government, and we ask that potential tenants are respectful of the existing peace & serenity.<br /><br /><b>Guest access</b><br />This a a fully furnished 3 bedroom apartment (includes a main Kitchen, Living rm., Bathroom) and guests have access to 3 respective bedrooms within the 3 bedroom apartment.<br />There is a Washer-Dryer available on site in the lower level area which guests may use during reas","Beautiful mature trees surround Sandy Hill. This is a well established Ottawa Neighbourhood, very close (walking distance) to downtown but without the noise of Downtown Byward Market and its Nightlife. This is a quiet neighbourhood popular with Ottawa Univ. professors, Univ. students and Embassies.  Cordon Bleu Culinary School a 7 min. walk away.","within a few hours","83%","80%","t","Sandy Hill",8,8,"t","t","Rideau-Vanier",NA,45.42504,-75.67609,"Entire apartment","Entire home/apt",3,NA,3,3,"[""Essentials"", ""Coffee maker"", ""TV"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Dishes and silverware"", ""Smart lock"", ""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace""]","$192.00",14,1125,"t",2,0,0,"2018-09-30","2018-10-25",90,9,8,8,10,10,10,"f",9,3,6,0.07
"Very Spacious 1 bedroom in turn of the century home. Accommodates 4, pets allowed, parking included which is rare for downtown. 5 appliances. Somewhat dated kitchen and bathroom but priced accordingly.<br /><br /><b>The space</b><br />Entire private apt with separate entrance.","Right downtown at the corner of Albert street and Empress. Subway station, War Museum and western bike path directly across the street. Short walk to Parliament Hill, byward market, Rideau Center and most downtown attractions","N/A","N/A","100%","f","",1,1,"t","t","Somerset",NA,45.41302,-75.70984,"Entire apartment","Entire home/apt",4,NA,1,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Single level home"", ""Private entrance"", ""Patio or balcony"", ""Baking sheet"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$92.00",30,1125,"t",20,5,0,"2018-07-29","2020-05-15",84,9,7,10,9,10,8,"t",1,1,0,0.64
"Welcome to the Byward Market<br /><br /> 2 BEDROOM  1 BATHROOM  AVAILABLE AS OF JUNE 1ST<br /><br />LOCATION, LOCATION, LOCATION!<br /><br />Stunning 2 bedroom apartment in best area in ottawa. This place is all you want, right on bruyere-dalhousie this apartment is near to everything. Beautiful unit with big windows and a unique style!<br /><br />More pictures tomorrow!<br /><br />For all inquiries and showings, please contact Frank.<br /><br />Frank<br /><br />Rental Specialist<br /><br />(URL HIDDEN)","","N/A","N/A","N/A","f","",1,1,"t","f","Rideau-Vanier",NA,45.43229,-75.69348,"Entire apartment","Entire home/apt",4,NA,2,2,"[""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Fire extinguisher"", ""Heating"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$1,000.00",2,5,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",1,1,0,NA
"This is a guest suite located in the house. It is a part of the house but it is secluded and runs independently. There is a door leading to the guest suite from the living room but no separate entrance. The suite has its own living room and a private bathroom. We only rent out to one guest at a time so yourself will live in the entire unit, there won't be any other guests besides you. This country house is located in forest with birds, deer and other wild animals in backyard! Enjoy your stay!<br /><br /><b>The space</b><br />The guest unit is not the entire house; attached to the house but secluded. There is no separate entrance for the unit, entrance is shared with the house.<br />There is a microwave a toast ovens and a coffee machine in the unit. Coffee pods, cream are provided.<br />No pet and no perfume policy makes it safe for guests with allergies.<br />Two bedrooms: two queen-sized beds with high quality pillows and linens. <br />Living-room is open and bright, it contains a so","In a country community, neighbours live further apart, it is a very quiet neighbourhood with no disturbances. Everyone is very friendly and welcoming.","within an hour","100%","73%","f","",1,1,"t","t","West Carleton-March",NA,45.39822,-75.95661,"Entire guest suite","Entire home/apt",4,NA,2,2,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Luggage dropoff allowed""]","$60.00",1,100,"t",221,4,0,"2015-12-22","2020-03-08",97,10,10,10,10,10,9,"f",1,1,0,3.52
"This is a 5 to 6 bedroom house.   It is considered huge by many guest's standards.  It has a dinning room and two living rooms.  The house is 2500 SQ feet. The location of this paradise is surreal on a 100 acres of land with a pond and Forrest area with ski trials.  Only 10 minutes from Canadian Tire Centre and 25 minutes from the parliament buildings in downtown Ottawa.  Great for skiing on 100 acres.","","a few days or more","29%","30%","f","",6,6,"t","t","West Carleton-March",NA,45.25752,-76.06401,"Entire house","Entire home/apt",10,NA,6,5,"[""Gym"", ""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""First aid kit"", ""Hot water"", ""Ski-in/Ski-out"", ""Smoke alarm"", ""Fire extinguisher"", ""Carbon monoxide alarm""]","$600.00",2,1125,"t",34,3,0,"2015-09-08","2020-08-02",91,9,9,10,10,10,10,"f",1,1,0,0.51
"Beautiful townhouse located in a quite residential neighbourhood.  The home is super clean. The room to be rented has a queen size bed next to a wide window.","","within an hour","90%","87%","f","",1,1,"t","f","Gloucester-South Nepean",NA,45.28519,-75.71573,"Private room in townhouse","Private room",1,NA,1,0,"[""Essentials"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Breakfast"", ""Host greets you"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Lock on bedroom door"", ""Carbon monoxide alarm""]","$40.00",1,1125,"t",82,14,0,"2017-07-03","2020-08-14",94,10,9,10,10,9,9,"f",2,0,2,1.86
"This unique apartment is located on the 2nd floor of a heritage house. Conveniently located in very close to downtown, close to all amenities and is perfect for travellers wishing to have a peaceful and relaxing stay in Ottawa. One off-street parking space is included when staying at this apartment. Further parking may be available.<br /><br /><b>The space</b><br />The apartment includes a fully separate bedroom with a queen bed. 2 queen beds in a separate room and another queen sofa bed in the living room which also contains the kitchenette.<br /><br /><b>Guest access</b><br />Kitchenette , One 3 Piece Bathroom, Dining Room / sitting room, 1 Private Bedroom plus another sleeping area and an Extra Bed/ Pull Out Sofa, Parking.<br /><br /><b>Other things to note</b><br />To keep our costs down and save our environment, we are using only environmentally friendly products and DO NOT iron our sheets.  Please help us by recycling in containers provided and keeping clean and soiled linens sep","The building is located close to Bank Street and Somerset in a very vibrant mixed residential and commercial neighbourhood only few blocks away from Ottawa Rideau Canal and in walking distance from Parliament Hill , Rideau Center Shopping Mall and the Byward Market Shopping and Restaurants and Bars. In walking distance is a grocery store with pharmacy, as well as shops, restaurants and more offering various ethnic and exotic food and flavour.","N/A","N/A","N/A","f","",8,8,"t","t","Somerset",NA,45.41378,-75.6931,"Entire apartment","Entire home/apt",6,NA,1,3,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Paid parking off premises""]","$99.00",2,7,"t",400,5,0,"2015-05-19","2020-04-30",90,9,9,10,10,10,9,"f",7,2,5,5.72
"Centrally located in the golden triangle, this modest sized but cozy unit with a private entrance is hidden away at the rear of an old Victorian.   Steps to the Canal and Elgin St with all its cafes and restaurants.  A short walk / bike to downtown, parliament and the Byward Market.   You can see the Canal from the front of the house!  Bring your runners, roller blades or walking shoes.  Fully equipped kitchen.  Flowers by the private sitting area are in full bloom from spring into the summer.<br /><br /><b>The space</b><br />Private Patio space to relax in after a long day exploring.  Full size Parking.  Private entrance.   Chemical sensitive -- Always cleaned with zero VOC all natural products except for only the most stubborn stains.  Not that you'd have to so close to a plethora of amazing restaurants but if your passion is cooking you've found the right place with a fully stocked kitchen.  Large windows on both sides of the living room allow for a comfortable cross breeze.<br /><b","Amazing.  Very quiet.   For running, biking, rollerblading or walking the Canal path links into the wider city system.  Loblaws and the LCBO are 2 blocks away as are many specialty shops on Elgin and a few more streets over - Bank St.  Police HQ on Elgin is one block away for those on Police business.   Canadian Musuem of Nature is 2 blocks away.  In 7 years I've been in the neighbourhood I've never had a safety or security problem.","within an hour","100%","94%","t","",1,1,"t","t","Somerset",NA,45.41222,-75.68474,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Garden or backyard"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Single level home"", ""Private entrance"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven""]","$98.00",2,70,"t",248,53,2,"2017-03-31","2021-01-24",99,10,10,10,10,10,10,"f",1,1,0,5.25
